# 
# 
# EIS/Hinode Spectrum for eis_l1_20130708_002042
# px = 3
# py = 55
# ref wave = 202.044
# 
# wavelengths - Angstrom
# counts - intensities in counts
# ints_pre - erg/cm^2/s/sr/A from pre-flight calibration
# ints_nrl - erg/cm^2/s/sr/A from NRL in-flight calibration
# 
# missing data = -100.                                                             
# 
# TIME STAMP = Thu Feb 11 06:59:47 2016
# WARNING: Spectrum generated with beta software
# 
#     WAVE        COUNTS         ERROR      INTS_PRE       ERR_PRE      INTS_NRL       ERR_NRL
# Start Window 1
   172.768     7.685e+00     2.772e+00     1.411e+04     5.089e+03     1.815e+04     6.549e+03
   172.790     7.775e+00     2.788e+00     1.412e+04     5.065e+03     1.824e+04     6.540e+03
   172.812     5.979e+00     2.445e+00     1.075e+04     4.397e+03     1.392e+04     5.695e+03
   172.834     8.021e+00     2.832e+00     1.428e+04     5.041e+03     1.855e+04     6.549e+03
   172.857     8.456e+00     2.908e+00     1.490e+04     5.125e+03     1.941e+04     6.676e+03
   172.879     6.587e+00     2.567e+00     1.150e+04     4.480e+03     1.501e+04     5.850e+03
   172.901     1.035e+01     3.217e+00     1.790e+04     5.563e+03     2.343e+04     7.281e+03
   172.924     1.317e+01     3.628e+00     2.255e+04     6.215e+03     2.958e+04     8.152e+03
   172.946     8.555e+00     2.925e+00     1.452e+04     4.965e+03     1.908e+04     6.524e+03
   172.968     9.911e+00     3.148e+00     1.667e+04     5.297e+03     2.195e+04     6.971e+03
   172.991     8.091e+00     2.845e+00     1.349e+04     4.744e+03     1.779e+04     6.253e+03
   173.013     8.565e+00     2.927e+00     1.416e+04     4.839e+03     1.869e+04     6.387e+03
   173.035     9.696e+00     3.114e+00     1.589e+04     5.104e+03     2.101e+04     6.747e+03
   173.058     9.068e+00     3.011e+00     1.474e+04     4.894e+03     1.951e+04     6.478e+03
   173.080     9.409e+00     3.067e+00     1.517e+04     4.945e+03     2.010e+04     6.551e+03
   173.102     6.281e+00     2.506e+00     1.005e+04     4.008e+03     1.332e+04     5.314e+03
   173.124     6.720e+00     2.592e+00     1.067e+04     4.114e+03     1.415e+04     5.457e+03
   173.147     7.559e+00     2.749e+00     1.191e+04     4.331e+03     1.580e+04     5.745e+03
   173.169     8.685e+00     2.947e+00     1.358e+04     4.609e+03     1.802e+04     6.114e+03
   173.191     6.909e+00     2.629e+00     1.073e+04     4.082e+03     1.423e+04     5.413e+03
   173.214     1.099e+01     3.315e+00     1.694e+04     5.112e+03     2.246e+04     6.776e+03
   173.236     7.676e+00     2.770e+00     1.176e+04     4.244e+03     1.558e+04     5.622e+03
   173.258     7.948e+00     2.819e+00     1.210e+04     4.291e+03     1.601e+04     5.679e+03
   173.281     9.584e+00     3.096e+00     1.449e+04     4.682e+03     1.917e+04     6.191e+03
   173.303     7.378e+00     2.716e+00     1.109e+04     4.083e+03     1.465e+04     5.392e+03
   173.325     7.454e+00     2.730e+00     1.114e+04     4.079e+03     1.469e+04     5.379e+03
   173.348     8.811e+00     2.968e+00     1.309e+04     4.409e+03     1.723e+04     5.805e+03
   173.370     5.866e+00     2.422e+00     8.664e+03     3.577e+03     1.139e+04     4.702e+03
   173.392     9.452e+00     3.074e+00     1.388e+04     4.515e+03     1.821e+04     5.924e+03
   173.414     8.237e+00     2.870e+00     1.203e+04     4.192e+03     1.575e+04     5.489e+03
   173.437     6.400e+00     2.530e+00     9.299e+03     3.675e+03     1.215e+04     4.802e+03
   173.459     9.508e+00     3.084e+00     1.374e+04     4.457e+03     1.792e+04     5.810e+03
   173.481     6.785e+00     2.605e+00     9.755e+03     3.745e+03     1.269e+04     4.871e+03
   173.504     7.551e+00     2.748e+00     1.080e+04     3.931e+03     1.401e+04     5.100e+03
   173.526     7.021e+00     2.650e+00     9.995e+03     3.772e+03     1.293e+04     4.881e+03
   173.548     1.204e+01     3.470e+00     1.706e+04     4.916e+03     2.201e+04     6.344e+03
   173.571     7.562e+00     2.750e+00     1.066e+04     3.877e+03     1.372e+04     4.989e+03
   173.593     8.402e+00     2.899e+00     1.179e+04     4.068e+03     1.513e+04     5.220e+03
   173.615     6.550e+00     2.559e+00     9.148e+03     3.575e+03     1.170e+04     4.574e+03
   173.638     7.653e+00     2.766e+00     1.064e+04     3.846e+03     1.357e+04     4.906e+03
   173.660     5.928e+00     2.435e+00     8.204e+03     3.370e+03     1.043e+04     4.285e+03
   173.682     5.867e+00     2.422e+00     8.083e+03     3.337e+03     1.025e+04     4.231e+03
   173.704     9.000e+00     3.000e+00     1.234e+04     4.114e+03     1.560e+04     5.200e+03
   173.727     7.716e+00     2.778e+00     1.053e+04     3.792e+03     1.327e+04     4.778e+03
   173.749     6.715e+00     2.591e+00     9.127e+03     3.522e+03     1.146e+04     4.423e+03
   173.771     7.496e+00     2.738e+00     1.014e+04     3.705e+03     1.270e+04     4.637e+03
   173.794     8.348e+00     2.889e+00     1.125e+04     3.892e+03     1.403e+04     4.857e+03
   173.816     4.211e+00     2.052e+00     5.646e+03     2.752e+03     7.023e+03     3.423e+03
   173.838     6.227e+00     2.495e+00     8.313e+03     3.331e+03     1.031e+04     4.130e+03
   173.861     7.110e+00     2.666e+00     9.448e+03     3.543e+03     1.168e+04     4.379e+03
   173.883     5.572e+00     2.361e+00     7.371e+03     3.123e+03     9.081e+03     3.847e+03
   173.905     8.821e+00     2.970e+00     1.161e+04     3.911e+03     1.426e+04     4.803e+03
   173.928     9.659e+00     3.108e+00     1.266e+04     4.073e+03     1.550e+04     4.986e+03
   173.950     1.299e+01     3.605e+00     1.695e+04     4.702e+03     2.069e+04     5.739e+03
   173.972     1.123e+01     3.351e+00     1.458e+04     4.350e+03     1.774e+04     5.293e+03
   173.994     9.908e+00     3.148e+00     1.280e+04     4.066e+03     1.553e+04     4.933e+03
   174.017     1.246e+01     3.529e+00     1.600e+04     4.535e+03     1.937e+04     5.489e+03
   174.039     1.296e+01     3.600e+00     1.655e+04     4.599e+03     1.999e+04     5.555e+03
   174.061     6.298e+00     2.510e+00     8.003e+03     3.189e+03     9.644e+03     3.843e+03
   174.084     9.555e+00     3.091e+00     1.207e+04     3.906e+03     1.452e+04     4.696e+03
   174.106     9.257e+00     3.043e+00     1.163e+04     3.823e+03     1.396e+04     4.587e+03
   174.128     7.081e+00     2.661e+00     8.849e+03     3.325e+03     1.059e+04     3.980e+03
   174.151     1.048e+01     3.237e+00     1.302e+04     4.022e+03     1.555e+04     4.803e+03
   174.173     4.029e+00     2.007e+00     4.979e+03     2.481e+03     5.933e+03     2.956e+03
   174.195     6.689e+00     2.586e+00     8.220e+03     3.178e+03     9.772e+03     3.779e+03
   174.218     8.418e+00     2.901e+00     1.029e+04     3.546e+03     1.220e+04     4.206e+03
   174.240     7.795e+00     2.792e+00     9.473e+03     3.393e+03     1.121e+04     4.015e+03
   174.262     1.246e+01     3.529e+00     1.506e+04     4.268e+03     1.779e+04     5.039e+03
   174.284     5.388e+00     2.321e+00     6.479e+03     2.791e+03     7.633e+03     3.288e+03
   174.307     5.133e+00     2.266e+00     6.133e+03     2.707e+03     7.209e+03     3.182e+03
   174.329     8.439e+00     2.905e+00     1.003e+04     3.451e+03     1.176e+04     4.048e+03
   174.351     7.977e+00     2.824e+00     9.423e+03     3.336e+03     1.103e+04     3.904e+03
   174.374     7.429e+00     2.726e+00     8.724e+03     3.201e+03     1.019e+04     3.738e+03
   174.396     9.206e+00     3.034e+00     1.075e+04     3.543e+03     1.252e+04     4.128e+03
   174.418     8.150e+00     2.855e+00     9.461e+03     3.314e+03     1.100e+04     3.853e+03
   174.441     8.929e+00     2.988e+00     1.030e+04     3.449e+03     1.196e+04     4.001e+03
   174.463     1.665e+01     4.081e+00     1.911e+04     4.682e+03     2.212e+04     5.421e+03
   174.485     3.600e+01     6.000e+00     4.106e+04     6.843e+03     4.744e+04     7.907e+03
   174.508     5.340e+01     7.308e+00     6.054e+04     8.284e+03     6.980e+04     9.552e+03
   174.530     6.878e+01     8.293e+00     7.751e+04     9.345e+03     8.919e+04     1.075e+04
   174.552     4.084e+01     6.391e+00     4.574e+04     7.157e+03     5.253e+04     8.220e+03
   174.574     2.451e+01     4.951e+00     2.728e+04     5.511e+03     3.127e+04     6.317e+03
   174.597     1.477e+01     3.843e+00     1.634e+04     4.252e+03     1.870e+04     4.865e+03
   174.619     7.666e+00     2.769e+00     8.428e+03     3.044e+03     9.625e+03     3.476e+03
   174.641     8.984e+00     2.997e+00     9.815e+03     3.275e+03     1.119e+04     3.733e+03
   174.664     8.898e+00     2.983e+00     9.659e+03     3.238e+03     1.099e+04     3.685e+03
   174.686     8.064e+00     2.840e+00     8.698e+03     3.063e+03     9.881e+03     3.480e+03
   174.708     6.375e+00     2.525e+00     6.837e+03     2.708e+03     7.754e+03     3.071e+03
   174.731     8.958e+00     2.993e+00     9.543e+03     3.189e+03     1.081e+04     3.611e+03
   174.753     7.394e+00     2.719e+00     7.820e+03     2.876e+03     8.842e+03     3.252e+03
   174.775     8.659e+00     2.943e+00     9.096e+03     3.091e+03     1.027e+04     3.490e+03
   174.798     4.906e+00     2.215e+00     5.119e+03     2.311e+03     5.771e+03     2.606e+03
   174.820     7.721e+00     2.779e+00     8.001e+03     2.880e+03     9.009e+03     3.242e+03
   174.842     6.637e+00     2.576e+00     6.830e+03     2.651e+03     7.681e+03     2.981e+03
   174.864     8.476e+00     2.911e+00     8.662e+03     2.975e+03     9.729e+03     3.342e+03
   174.887     6.879e+00     2.623e+00     6.980e+03     2.661e+03     7.831e+03     2.986e+03
   174.909     9.135e+00     3.022e+00     9.203e+03     3.045e+03     1.031e+04     3.413e+03
   174.931     7.370e+00     2.715e+00     7.371e+03     2.715e+03     8.253e+03     3.040e+03
   174.954     4.729e+00     2.175e+00     4.695e+03     2.159e+03     5.253e+03     2.415e+03
   174.976     8.936e+00     2.989e+00     8.806e+03     2.946e+03     9.843e+03     3.293e+03
   174.998     9.738e+00     3.121e+00     9.530e+03     3.054e+03     1.065e+04     3.412e+03
   175.021     8.876e+00     2.979e+00     8.621e+03     2.894e+03     9.624e+03     3.230e+03
   175.043     5.815e+00     2.411e+00     5.601e+03     2.323e+03     6.250e+03     2.592e+03
   175.065     8.794e+00     2.965e+00     8.405e+03     2.834e+03     9.374e+03     3.161e+03
   175.088     7.678e+00     2.771e+00     7.281e+03     2.628e+03     8.117e+03     2.929e+03
   175.110     8.237e+00     2.870e+00     7.749e+03     2.700e+03     8.636e+03     3.009e+03
   175.132     1.075e+01     3.279e+00     1.003e+04     3.060e+03     1.118e+04     3.410e+03
   175.154     1.107e+01     3.328e+00     1.025e+04     3.081e+03     1.142e+04     3.432e+03
   175.177     1.151e+01     3.392e+00     1.057e+04     3.115e+03     1.177e+04     3.470e+03
   175.199     1.179e+01     3.434e+00     1.074e+04     3.127e+03     1.196e+04     3.484e+03
   175.221     2.222e+01     4.714e+00     2.008e+04     4.260e+03     2.237e+04     4.746e+03
   175.244     2.284e+01     4.779e+00     2.047e+04     4.283e+03     2.281e+04     4.772e+03
   175.266     2.489e+01     4.989e+00     2.210e+04     4.430e+03     2.463e+04     4.937e+03
   175.288     1.419e+01     3.767e+00     1.249e+04     3.317e+03     1.393e+04     3.697e+03
   175.311     9.349e+00     3.058e+00     8.160e+03     2.669e+03     9.099e+03     2.976e+03
   175.333     8.702e+00     2.950e+00     7.530e+03     2.552e+03     8.399e+03     2.847e+03
   175.355     7.849e+00     2.802e+00     6.732e+03     2.403e+03     7.513e+03     2.681e+03
   175.378     9.628e+00     3.103e+00     8.186e+03     2.638e+03     9.139e+03     2.945e+03
   175.400     5.595e+00     2.365e+00     4.715e+03     1.993e+03     5.266e+03     2.226e+03
   175.422     8.621e+00     2.936e+00     7.205e+03     2.454e+03     8.053e+03     2.743e+03
   175.444     1.323e+01     3.637e+00     1.095e+04     3.012e+03     1.225e+04     3.369e+03
   175.467     7.485e+00     2.736e+00     6.139e+03     2.244e+03     6.870e+03     2.511e+03
   175.489     1.002e+01     3.166e+00     8.146e+03     2.573e+03     9.124e+03     2.882e+03
   175.511     8.528e+00     2.920e+00     6.867e+03     2.351e+03     7.697e+03     2.636e+03
   175.534     8.134e+00     2.852e+00     6.489e+03     2.275e+03     7.280e+03     2.553e+03
   175.556     7.550e+00     2.748e+00     5.968e+03     2.172e+03     6.701e+03     2.439e+03
   175.578     7.231e+00     2.689e+00     5.663e+03     2.106e+03     6.364e+03     2.367e+03
   175.601     1.014e+01     3.185e+00     7.875e+03     2.472e+03     8.859e+03     2.781e+03
   175.623     8.857e+00     2.976e+00     6.811e+03     2.288e+03     7.670e+03     2.577e+03
   175.645     5.727e+00     2.393e+00     4.359e+03     1.822e+03     4.914e+03     2.053e+03
   175.668     1.109e+01     3.330e+00     8.362e+03     2.511e+03     9.436e+03     2.833e+03
   175.690     6.257e+00     2.501e+00     4.672e+03     1.868e+03     5.279e+03     2.110e+03
   175.712     1.035e+01     3.217e+00     7.654e+03     2.379e+03     8.657e+03     2.691e+03
   175.734     4.404e+00     2.099e+00     3.226e+03     1.537e+03     3.653e+03     1.741e+03
   175.757     1.026e+01     3.202e+00     7.444e+03     2.324e+03     8.440e+03     2.636e+03
   175.779     4.227e+00     2.056e+00     3.039e+03     1.478e+03     3.449e+03     1.678e+03
   175.801     6.986e+00     2.643e+00     4.969e+03     1.880e+03     5.648e+03     2.137e+03
   175.824     7.480e+00     2.735e+00     5.269e+03     1.926e+03     5.997e+03     2.193e+03
   175.846     6.186e+00     2.487e+00     4.315e+03     1.735e+03     4.918e+03     1.977e+03
   175.868     8.733e+00     2.955e+00     6.031e+03     2.041e+03     6.883e+03     2.329e+03
   175.891     7.568e+00     2.751e+00     5.175e+03     1.881e+03     5.914e+03     2.150e+03
   175.913     6.205e+00     2.491e+00     4.204e+03     1.688e+03     4.811e+03     1.931e+03
   175.935     9.112e+00     3.019e+00     6.112e+03     2.025e+03     7.004e+03     2.320e+03
   175.958     8.247e+00     2.872e+00     5.473e+03     1.906e+03     6.281e+03     2.187e+03
   175.980     3.989e+00     1.997e+00     2.621e+03     1.312e+03     3.012e+03     1.508e+03
   176.002     9.147e+00     3.024e+00     5.949e+03     1.967e+03     6.848e+03     2.264e+03
   176.024     4.216e+00     2.053e+00     2.715e+03     1.322e+03     3.130e+03     1.524e+03
   176.047     8.920e+00     2.987e+00     5.692e+03     1.906e+03     6.570e+03     2.200e+03
   176.069     5.909e+00     2.431e+00     3.734e+03     1.536e+03     4.315e+03     1.775e+03
   176.091     9.139e+00     3.023e+00     5.713e+03     1.890e+03     6.613e+03     2.188e+03
   176.114     4.027e+00     2.007e+00     2.493e+03     1.242e+03     2.890e+03     1.440e+03
   176.136     8.603e+00     2.933e+00     5.271e+03     1.797e+03     6.120e+03     2.086e+03
   176.158     7.568e+00     2.751e+00     4.590e+03     1.669e+03     5.337e+03     1.940e+03
   176.181     7.198e+00     2.683e+00     4.325e+03     1.612e+03     5.037e+03     1.877e+03
   176.203     1.056e+01     3.250e+00     6.281e+03     1.933e+03     7.326e+03     2.254e+03
   176.225     8.931e+00     2.989e+00     5.254e+03     1.758e+03     6.139e+03     2.054e+03
   176.247     6.295e+00     2.509e+00     3.666e+03     1.461e+03     4.290e+03     1.710e+03
   176.270     8.814e+00     2.969e+00     5.080e+03     1.711e+03     5.955e+03     2.006e+03
   176.292     8.527e+00     2.920e+00     4.868e+03     1.667e+03     5.716e+03     1.957e+03
   176.314     5.508e+00     2.347e+00     3.112e+03     1.326e+03     3.660e+03     1.560e+03
   176.337     9.193e+00     3.032e+00     5.137e+03     1.694e+03     6.053e+03     1.996e+03
   176.359     8.210e+00     2.865e+00     4.540e+03     1.584e+03     5.359e+03     1.870e+03
   176.381     8.536e+00     2.922e+00     4.671e+03     1.599e+03     5.524e+03     1.891e+03
   176.404     5.520e+00     2.350e+00     2.990e+03     1.272e+03     3.542e+03     1.507e+03
   176.426     1.017e+01     3.190e+00     5.457e+03     1.711e+03     6.476e+03     2.030e+03
   176.448     8.261e+00     2.874e+00     4.384e+03     1.525e+03     5.213e+03     1.814e+03
   176.471     7.824e+00     2.797e+00     4.106e+03     1.468e+03     4.891e+03     1.749e+03
   176.493     8.173e+00     2.859e+00     4.245e+03     1.485e+03     5.065e+03     1.772e+03
   176.515     6.929e+00     2.632e+00     3.561e+03     1.353e+03     4.257e+03     1.617e+03
   176.537     8.522e+00     2.919e+00     4.337e+03     1.486e+03     5.194e+03     1.779e+03
   176.560     8.864e+00     2.977e+00     4.464e+03     1.499e+03     5.356e+03     1.799e+03
   176.582     7.211e+00     2.685e+00     3.591e+03     1.337e+03     4.317e+03     1.607e+03
   176.604     8.201e+00     2.864e+00     4.041e+03     1.411e+03     4.867e+03     1.699e+03
   176.627     1.081e+01     3.288e+00     5.275e+03     1.604e+03     6.365e+03     1.936e+03
   176.649     1.542e+01     3.926e+00     7.443e+03     1.896e+03     8.998e+03     2.292e+03
   176.671     1.735e+01     4.166e+00     8.283e+03     1.989e+03     1.003e+04     2.408e+03
   176.694     2.064e+01     4.543e+00     9.751e+03     2.146e+03     1.183e+04     2.604e+03
   176.716     1.179e+01     3.434e+00     5.513e+03     1.605e+03     6.701e+03     1.951e+03
   176.738     1.148e+01     3.389e+00     5.315e+03     1.568e+03     6.473e+03     1.910e+03
   176.760     9.178e+00     3.029e+00     4.203e+03     1.387e+03     5.128e+03     1.693e+03
   176.783     6.557e+00     2.561e+00     2.969e+03     1.160e+03     3.629e+03     1.417e+03
   176.805     6.557e+00     2.561e+00     2.940e+03     1.148e+03     3.600e+03     1.406e+03
   176.828     5.249e+00     2.291e+00     2.329e+03     1.017e+03     2.857e+03     1.247e+03
   176.850     9.843e+00     3.137e+00     4.319e+03     1.377e+03     5.307e+03     1.692e+03
   176.872     1.017e+01     3.189e+00     4.417e+03     1.385e+03     5.437e+03     1.705e+03
   176.894     9.528e+00     3.087e+00     4.094e+03     1.326e+03     5.048e+03     1.635e+03
   176.917     1.147e+01     3.387e+00     4.881e+03     1.441e+03     6.029e+03     1.780e+03
   176.939     1.507e+01     3.882e+00     6.345e+03     1.635e+03     7.850e+03     2.022e+03
